ph,turbidity,tds,chlorine,fluoride,nitrate,coliform,temperature,symptom_diarrhea_count,symptom_vomiting_count,symptom_fever_count,symptom_abdominal_pain_count,symptom_jaundice_count,symptom_dehydration_count,symptom_fatigue_count,symptom_nausea_count,symptom_headache_count,mild_case_count,moderate_case_count,severe_case_count,critical_case_count,symptoms_list,disease_outbreak_label,symptom_abdominal_cramps_count,symptom_loss_of_appetite_count,mild_case,moderate_case,severe_case,critical_case,district_Dibrugarh,district_Jorhat,district_Kamrup Metro,district_Sonitpur,primary_water_source_Municipal tap water,primary_water_source_Pond water,primary_water_source_River water,primary_water_source_Tube well,primary_water_source_Well water
7.08,47.4,510,0.2,0.51,1,331,27.1,3,11,3,13,0,10,3,4,0,30,8,6,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.51,19.5,146,0.55,0.5,61,131,23.5,0,2,10,9,0,1,10,9,10,30,10,5,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.41,14.5,215,0.11,0.32,64,86,18.0,5,2,17,18,0,3,15,10,8,34,14,7,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.33,29.4,123,0.3,0.38,75,71,26.5,1,2,23,4,0,6,11,8,3,24,15,7,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.22,58.0,376,0.18,0.21,3,392,18.7,3,9,8,8,0,6,10,15,2,31,18,4,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.2,45.8,223,0.24,0.32,7,130,26.8,15,3,3,6,0,4,2,4,2,17,13,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.92,18.1,173,0.09,0.16,20,120,26.9,5,3,2,6,14,4,6,8,2,24,17,4,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.06,9.4,80,0.07,0.64,19,95,20.0,4,3,4,8,15,6,19,18,6,55,20,8,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.29,20.6,279,0.25,0.35,3,205,25.0,14,5,3,5,0,3,6,5,4,20,13,6,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.49,6.0,58,0.65,0.24,6,4,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.25,79.1,296,0.11,0.52,9,157,26.3,6,25,4,4,0,4,7,6,3,37,14,3,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.83,65.8,283,0.14,0.54,6,285,24.9,7,13,2,11,0,12,7,15,1,34,13,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
6.42,30.4,506,0.14,0.35,27,791,25.7,11,10,2,7,0,5,6,7,6,23,9,6,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.51,34.3,175,0.5,0.16,1,114,19.3,19,6,4,8,0,9,2,0,6,37,11,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.31,1.2,109,0.54,0.3,5,3,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.58,13.2,183,0.06,0.53,15,119,27.2,6,2,5,1,11,6,4,4,4,27,11,2,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.4,90.3,499,0.2,0.11,8,326,21.3,6,8,1,4,0,9,3,7,4,24,8,3,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.85,107.3,502,0.18,0.43,6,70,26.8,4,8,4,20,0,11,1,3,0,25,16,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.81,81.8,247,0.19,0.28,7,297,19.8,7,14,2,7,0,4,8,10,0,24,13,6,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.41,5.4,170,0.37,0.12,6,48,19.9,1,3,6,2,17,2,3,17,1,35,10,6,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.16,1.6,96,1.18,0.49,5,6,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.92,25.9,155,0.19,0.63,2,149,20.8,3,22,4,8,0,3,5,2,1,22,16,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.82,27.2,82,0.21,0.61,10,90,27.3,1,1,2,1,28,3,4,8,4,32,13,2,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.34,12.6,131,0.23,0.14,19,123,26.6,1,1,9,6,30,1,11,8,2,31,17,9,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.09,11.9,350,0.54,0.17,1,254,24.9,19,6,4,3,0,7,4,1,2,24,7,6,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.46,7.0,80,1.15,0.2,7,5,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.26,25.6,405,0.02,0.36,6,709,21.3,10,4,1,5,0,20,5,7,3,22,15,3,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.8,68.4,298,0.36,0.62,7,523,26.9,22,13,3,8,0,15,2,7,5,32,11,9,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.15,3.0,76,1.0,0.43,7,1,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.13,28.7,406,0.78,0.47,58,132,24.4,4,5,21,7,0,6,14,2,12,47,17,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.19,2.3,144,0.5,0.16,1,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.11,3.6,113,0.4,0.41,2,7,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.36,17.6,98,0.18,0.14,8,129,22.3,0,6,5,2,13,6,5,15,4,34,15,8,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.09,3.3,132,0.98,0.45,2,8,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.02,62.2,370,0.28,0.3,4,366,25.2,12,20,8,9,0,1,6,10,6,50,12,6,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.42,28.7,455,0.28,0.51,1,207,20.0,13,3,5,7,0,7,4,3,2,26,13,6,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.16,26.4,459,0.24,0.12,1,197,19.4,6,4,5,4,0,2,8,4,1,19,9,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
6.35,75.1,534,0.38,0.21,10,276,21.0,21,3,2,9,0,13,5,3,0,34,9,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.34,88.6,509,0.1,0.49,1,54,27.2,9,13,7,18,0,11,8,13,2,48,14,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.96,10.6,144,0.35,0.17,21,92,25.1,4,3,6,5,25,3,9,5,4,43,22,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.16,17.2,99,0.14,0.13,5,125,26.9,2,1,8,3,17,4,14,5,3,36,11,3,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.05,5.5,48,0.65,0.45,5,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
6.91,15.3,83,0.1,0.11,7,130,26.4,2,4,6,8,11,5,7,18,2,32,13,9,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.93,88.5,332,0.1,0.46,4,157,22.3,12,17,1,11,0,9,1,3,3,25,14,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.1,7.5,75,0.37,0.4,22,62,19.6,3,1,5,3,17,3,4,8,2,22,10,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.57,16.6,115,0.3,0.5,11,33,21.7,2,5,4,7,12,3,14,11,1,27,17,3,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.24,21.3,483,0.62,0.49,75,32,26.9,0,4,24,4,0,4,18,1,2,28,19,2,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.55,4.5,130,0.82,0.49,0,7,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.16,29.9,279,0.51,0.1,9,172,19.5,11,0,4,0,0,6,1,0,1,12,7,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.47,47.0,317,0.53,0.62,5,81,25.7,16,0,4,2,0,7,8,1,1,17,11,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.37,30.0,209,0.75,0.29,43,64,22.4,4,1,12,12,0,4,15,1,7,22,15,6,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
6.4,37.3,660,0.32,0.66,11,515,27.9,23,5,4,5,0,15,2,10,3,38,12,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.09,32.5,290,0.55,0.38,55,76,25.2,4,5,23,11,0,1,20,7,10,39,17,5,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.84,4.1,115,0.74,0.54,5,9,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.36,2.0,91,0.76,0.31,4,9,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.01,31.0,330,0.51,0.55,79,25,21.7,3,3,11,3,0,2,14,6,12,26,18,7,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.3,31.5,334,0.52,0.31,40,98,22.4,1,1,22,7,0,3,18,4,7,37,20,3,3,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.18,18.6,130,0.36,0.35,11,45,23.1,3,4,10,6,28,5,20,14,4,38,27,8,4,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.18,70.5,442,0.35,0.15,27,408,23.0,11,9,1,8,0,11,3,8,3,29,11,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.36,11.9,92,0.27,0.41,13,118,27.9,3,5,6,5,18,0,12,12,6,44,14,3,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.33,21.0,235,0.1,0.12,47,68,25.7,1,6,10,6,0,0,12,6,9,27,11,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.83,29.5,349,0.18,0.18,9,135,28.0,13,6,4,6,0,5,4,0,4,17,14,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
6.89,23.3,359,0.47,0.36,5,221,25.2,9,8,2,8,0,7,7,6,3,29,16,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
6.99,59.7,524,0.35,0.17,5,728,20.7,16,15,3,3,0,13,7,9,0,43,12,3,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.11,69.1,341,0.21,0.38,28,574,20.7,13,10,0,7,0,13,10,8,2,35,9,5,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.9,5.1,68,0.5,0.3,3,3,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.57,28.9,455,0.16,0.6,8,227,25.3,19,4,2,2,0,2,4,6,5,22,10,6,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
8.48,32.9,710,0.36,0.69,7,551,27.1,22,3,4,9,0,10,3,2,3,23,10,6,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.51,81.5,550,0.01,0.4,6,163,25.2,11,15,4,13,0,6,8,2,5,37,16,8,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.44,10.1,535,0.44,0.54,79,31,19.1,2,3,9,16,0,6,19,10,8,43,12,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
6.83,22.6,430,0.06,0.62,6,238,18.4,20,8,0,7,0,5,10,0,0,33,16,5,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.95,31.0,389,0.21,0.15,15,460,24.3,18,6,2,9,0,19,3,1,4,25,11,6,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.73,36.6,195,0.18,0.52,14,702,25.9,10,13,4,2,0,17,4,4,5,36,18,3,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
6.96,28.0,350,0.36,0.45,6,264,23.0,3,23,2,14,0,4,6,4,1,39,14,7,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.14,14.6,163,0.09,0.32,5,252,23.0,15,4,5,0,0,4,10,2,4,28,11,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.83,29.7,421,0.51,0.48,1,283,25.2,13,8,4,0,0,9,2,5,3,24,10,6,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.83,15.4,120,0.31,0.68,9,75,19.6,6,2,7,4,6,6,16,13,0,40,11,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
6.89,34.3,518,0.3,0.39,6,363,21.1,2,9,3,12,0,9,5,14,2,30,11,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.21,90.3,645,0.15,0.69,4,63,24.1,10,18,1,8,0,2,6,11,4,26,16,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.13,12.9,173,0.57,0.53,6,167,21.0,14,0,1,3,0,9,7,2,2,16,8,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.89,34.0,383,0.2,0.46,74,146,19.4,0,6,17,9,0,4,17,4,6,41,10,7,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.15,31.3,234,0.48,0.37,67,90,21.4,6,5,22,6,0,3,10,5,2,30,12,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.31,41.9,611,0.06,0.21,18,250,23.6,20,3,2,8,0,11,8,1,3,23,11,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.39,30.2,194,0.52,0.38,1,121,19.1,7,4,2,2,0,2,8,2,4,19,7,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.3,34.4,197,0.18,0.64,7,272,18.4,23,15,3,9,0,19,5,9,6,58,14,5,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.07,102.8,193,0.07,0.14,6,149,26.7,5,24,3,8,0,3,10,5,0,30,14,5,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.94,5.5,31,1.05,0.37,4,5,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.23,61.4,629,0.06,0.1,2,168,19.0,9,14,2,15,0,4,9,2,4,35,18,4,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.12,39.5,696,0.17,0.66,6,101,25.2,3,24,5,18,0,5,6,2,6,47,10,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.53,22.5,299,0.77,0.38,62,116,19.2,1,2,21,10,0,6,5,5,11,40,14,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.37,45.3,243,0.16,0.11,5,175,24.0,7,0,1,4,0,3,10,4,6,22,6,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.4,45.7,268,0.14,0.45,8,211,25.8,8,3,2,8,0,8,3,4,4,20,12,5,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.98,27.6,204,0.11,0.34,5,144,27.8,15,5,4,2,0,12,3,3,5,26,15,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.21,61.4,363,0.48,0.43,5,342,21.0,8,12,5,5,0,7,5,8,4,37,17,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.14,21.0,343,0.11,0.6,43,32,25.0,4,4,25,3,0,1,3,8,9,31,9,8,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.07,92.8,400,0.27,0.52,5,299,19.7,5,11,1,7,0,7,6,3,4,24,14,2,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.47,7.4,72,0.24,0.11,10,117,23.3,0,4,6,5,22,4,15,6,3,42,12,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.92,27.4,91,0.31,0.52,21,111,20.4,1,6,9,6,14,2,6,7,0,30,15,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.53,40.0,279,0.38,0.36,8,239,23.6,11,8,0,4,0,7,4,2,3,21,7,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.2,41.1,315,0.44,0.36,6,205,21.4,10,7,1,8,0,11,9,3,6,38,17,8,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.93,113.0,123,0.03,0.68,2,196,26.7,2,20,6,11,0,12,10,11,5,51,21,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.06,19.3,540,0.58,0.62,68,73,24.5,1,0,10,13,0,1,11,3,5,22,9,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.16,3.6,112,0.6,0.42,7,4,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.58,47.6,415,0.06,0.32,6,267,18.4,13,0,2,6,0,7,2,6,2,18,8,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.52,74.5,344,0.21,0.1,29,741,23.1,26,15,2,8,0,16,6,7,5,45,17,7,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
6.84,34.4,361,0.11,0.19,37,73,20.7,1,3,14,4,0,4,11,5,9,35,13,7,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.33,7.8,102,0.46,0.14,7,2,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
6.84,14.5,313,0.43,0.62,7,273,20.0,19,7,5,5,0,2,5,3,0,30,12,5,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.55,3.1,148,0.64,0.15,1,4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.37,7.6,93,0.83,0.33,2,4,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.52,20.8,138,0.35,0.21,16,134,27.9,5,0,10,5,27,2,10,16,3,31,23,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.06,48.1,374,0.23,0.52,5,322,19.1,12,6,8,12,0,7,8,4,1,33,17,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.52,10.2,578,0.65,0.58,47,58,22.5,6,5,24,5,0,0,9,8,3,31,19,6,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
6.83,12.0,146,0.24,0.13,6,68,20.0,6,2,4,5,22,0,15,10,6,42,11,4,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.48,29.2,113,0.21,0.42,16,61,18.8,0,5,5,2,29,2,19,13,1,49,13,8,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
8.01,40.9,517,0.08,0.26,29,536,20.7,16,9,1,8,0,7,3,9,6,27,15,8,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.12,15.9,495,0.06,0.21,3,84,21.7,17,4,0,8,0,6,10,1,6,27,13,6,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.4,56.7,504,0.04,0.58,6,483,25.4,19,15,1,4,0,6,10,4,5,39,20,7,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.33,6.7,53,0.85,0.28,4,6,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
8.04,43.1,449,0.14,0.32,29,227,25.0,24,7,4,8,0,5,8,7,2,42,9,8,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.86,43.3,778,0.37,0.24,21,712,27.9,25,13,0,10,0,7,4,3,5,39,17,5,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.51,6.8,126,0.23,0.5,61,92,22.4,1,3,7,11,0,3,16,9,2,30,11,7,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
6.8,8.8,123,0.37,0.11,13,107,24.6,6,3,8,0,7,4,18,8,6,40,18,3,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.63,37.8,688,0.17,0.41,14,205,24.4,10,12,0,2,0,11,4,3,5,24,11,3,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.8,2.9,47,0.58,0.11,1,3,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.21,39.8,291,0.04,0.64,6,107,25.5,9,7,3,17,0,7,1,6,6,37,17,3,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
6.87,7.8,105,1.19,0.27,7,1,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.01,68.5,215,0.11,0.61,17,459,26.7,8,10,4,8,0,19,5,6,1,37,16,7,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.25,41.7,260,0.25,0.3,8,139,25.1,7,7,6,2,0,11,6,5,0,26,9,5,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
6.5,25.7,608,0.16,0.56,26,699,20.2,12,13,1,2,0,7,9,6,2,26,10,4,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.47,0.6,35,0.86,0.51,2,3,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.58,36.3,344,0.25,0.21,7,83,26.2,17,6,6,6,0,9,6,2,6,32,14,8,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
